countryA,labelA,isoA,geonameA,place,countryB,labelB,isoB,geonameB
http://www.wikidata.org/entity/Q1041,Senegal,SN,2245662,,http://www.wikidata.org/entity/Q1005,The Gambia,GM,2413451
http://www.wikidata.org/entity/Q184536,Mali Empire,,,,http://www.wikidata.org/entity/Q1006,Guinea,GN,2420477
http://www.wikidata.org/entity/Q117,Ghana,GH,2300660,,http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,2287781
http://www.wikidata.org/entity/Q945,Togo,TG,2363686,,http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,2287781
http://www.wikidata.org/entity/Q965,Burkina Faso,BF,2361809,,http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,2287781
http://www.wikidata.org/entity/Q1044,Sierra Leone,SL,2403846,,http://www.wikidata.org/entity/Q1009,Cameroon,CM,2233387
http://www.wikidata.org/entity/Q965,Burkina Faso,BF,2361809,,http://www.wikidata.org/entity/Q1009,Cameroon,CM,2233387
http://www.wikidata.org/entity/Q668294,Kamerun,,,,http://www.wikidata.org/entity/Q1009,Cameroon,CM,2233387
http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,ST,2410758,,http://www.wikidata.org/entity/Q1011,Cape Verde,CV,3374766
http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007,,http://www.wikidata.org/entity/Q1025,Mauritania,MR,2378080
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007
http://www.wikidata.org/entity/Q142,France,FR,3017382,,http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007
http://www.wikidata.org/entity/Q309272,Mauretania,,8378518,,http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007
http://www.wikidata.org/entity/Q2277,Roman Empire,,8354456,,http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007
http://www.wikidata.org/entity/Q29,Spain,ES,2510769,,http://www.wikidata.org/entity/Q1028,Morocco,MA,2542007
http://www.wikidata.org/entity/Q153665,German South-West Africa,,,,http://www.wikidata.org/entity/Q1030,Namibia,NA,3355338
http://www.wikidata.org/entity/Q258,South Africa,ZA,953987,,http://www.wikidata.org/entity/Q1030,Namibia,NA,3355338
http://www.wikidata.org/entity/Q916,Angola,AO,3351879,,http://www.wikidata.org/entity/Q1030,Namibia,NA,3355338
http://www.wikidata.org/entity/Q1049,Sudan,SD,366755,,http://www.wikidata.org/entity/Q1033,Nigeria,NG,2328926
http://www.wikidata.org/entity/Q924,Tanzania,TZ,149590,,http://www.wikidata.org/entity/Q1033,Nigeria,NG,2328926
http://www.wikidata.org/entity/Q958,South Sudan,SS,7909807,,http://www.wikidata.org/entity/Q1036,Uganda,UG,226074
http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,CD,203312,,http://www.wikidata.org/entity/Q1036,Uganda,UG,226074
http://www.wikidata.org/entity/Q1011,Cape Verde,CV,3374766,,http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,ST,2410758
http://www.wikidata.org/entity/Q200464,Portuguese Empire,,,,http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,ST,2410758
http://www.wikidata.org/entity/Q801,Israel,IL,294640,,http://www.wikidata.org/entity/Q104028,Judea,,
http://www.wikidata.org/entity/Q1005,The Gambia,GM,2413451,,http://www.wikidata.org/entity/Q1041,Senegal,SN,2245662
http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,,,http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,
http://www.wikidata.org/entity/Q171740,Caliphate of Córdoba,,,,http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,
http://www.wikidata.org/entity/Q199688,Almohad Caliphate,,,,http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,
http://www.wikidata.org/entity/Q75613,Almoravid dynasty,,,,http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,
http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,,,http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,
http://www.wikidata.org/entity/Q199688,Almohad Caliphate,,,,http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,
http://www.wikidata.org/entity/Q104192511,Taifa of Valencia (second period),,,,http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,
http://www.wikidata.org/entity/Q171740,Caliphate of Córdoba,,,,http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,
http://www.wikidata.org/entity/Q75613,Almoravid dynasty,,,,http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,
http://www.wikidata.org/entity/Q676811,Taifa of Valencia,,,,http://www.wikidata.org/entity/Q104192518,Taifa of Valencia (third period),,
http://www.wikidata.org/entity/Q1009,Cameroon,CM,2233387,,http://www.wikidata.org/entity/Q1044,Sierra Leone,SL,2403846
http://www.wikidata.org/entity/Q34754,Somaliland,,328195,,http://www.wikidata.org/entity/Q1045,Somalia,SO,51537
http://www.wikidata.org/entity/Q2621587,Waqooyi-Bari,,,,http://www.wikidata.org/entity/Q1045,Somalia,SO,51537
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q1048918,Kingdom of the Suebi,,
http://www.wikidata.org/entity/Q45,Portugal,PT,2264397,,http://www.wikidata.org/entity/Q1048918,Kingdom of the Suebi,,
http://www.wikidata.org/entity/Q1033,Nigeria,NG,2328926,,http://www.wikidata.org/entity/Q1049,Sudan,SD,366755
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q1049,Sudan,SD,366755
http://www.wikidata.org/entity/Q958,South Sudan,SS,7909807,,http://www.wikidata.org/entity/Q1049,Sudan,SD,366755
http://www.wikidata.org/entity/Q30,United States,US,6252001,,http://www.wikidata.org/entity/Q1057542,Republic of Hawaii,,
http://www.wikidata.org/entity/Q739,Colombia,CO,3686110,,http://www.wikidata.org/entity/Q1061488,United States of Colombia,,
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q107258515,Pahlavi Iran,,
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q107258515,Pahlavi Iran,,
http://www.wikidata.org/entity/Q822,Lebanon,LB,272103,,http://www.wikidata.org/entity/Q108865218,Lebanese Republic under French mandate,,
http://www.wikidata.org/entity/Q822,Lebanon,LB,272103,,http://www.wikidata.org/entity/Q108865226,State of Greater Lebanon,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q109252949,Duchy of Mecklenburg,,
http://www.wikidata.org/entity/Q16957,German Democratic Republic,DD,8354410,,http://www.wikidata.org/entity/Q109252949,Duchy of Mecklenburg,,
http://www.wikidata.org/entity/Q1206012,German Reich,,,,http://www.wikidata.org/entity/Q109252949,Duchy of Mecklenburg,,
http://www.wikidata.org/entity/Q15180,Soviet Union,,8354411,,http://www.wikidata.org/entity/Q10957559,Principality of Moldavia,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q10957559,Principality of Moldavia,,
http://www.wikidata.org/entity/Q218,Romania,RO,798549,,http://www.wikidata.org/entity/Q10957559,Principality of Moldavia,,
http://www.wikidata.org/entity/Q217,Moldova,MD,617790,,http://www.wikidata.org/entity/Q10957559,Principality of Moldavia,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q11024667,Duchy of Mecklenburg-Schwerin,,
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q1108445,Kievan Rus',,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q1108445,Kievan Rus',,
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q11089317,North Shanxi Autonomous Government,,
http://www.wikidata.org/entity/Q214,Slovakia,SK,3057568,,http://www.wikidata.org/entity/Q11177699,Czechoslovak Federal Republic,,
http://www.wikidata.org/entity/Q214,Slovakia,SK,3057568,,http://www.wikidata.org/entity/Q11178782,Czechoslovak Republic,,
http://www.wikidata.org/entity/Q17,Japan,JP,1861060,,http://www.wikidata.org/entity/Q11285099,United States occupation of the Ryukyu Islands,,
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q1135255,Chinese Soviet Republic,,
http://www.wikidata.org/entity/Q115,Ethiopia,ET,337996,,http://www.wikidata.org/entity/Q114,Kenya,KE,192950
http://www.wikidata.org/entity/Q1036,Uganda,UG,226074,,http://www.wikidata.org/entity/Q114,Kenya,KE,192950
http://www.wikidata.org/entity/Q114,Kenya,KE,192950,,http://www.wikidata.org/entity/Q115,Ethiopia,ET,337996
http://www.wikidata.org/entity/Q986,Eritrea,ER,338010,,http://www.wikidata.org/entity/Q115,Ethiopia,ET,337996
http://www.wikidata.org/entity/Q1062422,Konbaung dynasty,,,,http://www.wikidata.org/entity/Q1155700,Rattanakosin Kingdom,,
http://www.wikidata.org/entity/Q869,Thailand,TH,1605651,,http://www.wikidata.org/entity/Q1155700,Rattanakosin Kingdom,,
http://www.wikidata.org/entity/Q786,Dominican Republic,DO,3508796,,http://www.wikidata.org/entity/Q11681694,Republic of Spanish Haiti,,
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q11696332,Medieval Egypt,,
http://www.wikidata.org/entity/Q1008,Ivory Coast,CI,2287781,,http://www.wikidata.org/entity/Q117,Ghana,GH,2300660
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q117,Ghana,GH,2300660
http://www.wikidata.org/entity/Q928,Philippines,PH,1694008,,http://www.wikidata.org/entity/Q117,Ghana,GH,2300660
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q11750128,Kingdom of Poland,,
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q11768,Ancient Egypt,,
http://www.wikidata.org/entity/Q487829,Chagatai Khanate,,,,http://www.wikidata.org/entity/Q1188459,Yarkent Khanate,,
http://www.wikidata.org/entity/Q977,Djibouti,DJ,223816,,http://www.wikidata.org/entity/Q11950520,Sultanate of Tadjoura,,
http://www.wikidata.org/entity/Q186320,Grand Duchy of Baden,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q16957,German Democratic Republic,DD,8354410,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q159631,Kingdom of Württemberg,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q109252949,Duchy of Mecklenburg,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q37,Lithuania,LT,597427,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q31,Belgium,BE,2802361,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q27306,Kingdom of Prussia,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q40,Austria,AT,2782113,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q7318,Nazi Germany,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q690821,Republic of Baden,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q38872,Prussia,,,,http://www.wikidata.org/entity/Q1206012,German Reich,,
http://www.wikidata.org/entity/Q148,People's Republic of China,CN,1814991,,http://www.wikidata.org/entity/Q12060881,Chinese Empire,,
http://www.wikidata.org/entity/Q219,Bulgaria,BG,732800,,http://www.wikidata.org/entity/Q121932,People's Republic of Bulgaria,,
http://www.wikidata.org/entity/Q38,Italy,IT,3175395,,http://www.wikidata.org/entity/Q1235720,Republic of Lucca,,
http://www.wikidata.org/entity/Q668,India,IN,1269750,,http://www.wikidata.org/entity/Q1240096,Hyderabad State,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q1246,Kosovo,XK,831053
http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q1986139,Parthian Empire,,,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q273874,Buyid dynasty,,,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q3708094,Seljuk Empire,,,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q796,Iraq,IQ,99237,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,,,http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,
http://www.wikidata.org/entity/Q958,South Sudan,SS,7909807,,http://www.wikidata.org/entity/Q124943,Kingdom of Egypt,,
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q124943,Kingdom of Egypt,,
http://www.wikidata.org/entity/Q12490507,Rashidun Caliphate,,,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q1986139,Parthian Empire,,,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q3708094,Seljuk Empire,,,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q273874,Buyid dynasty,,,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q8575586,Umayyad Caliphate,,,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q796,Iraq,IQ,99237,,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,,
http://www.wikidata.org/entity/Q1747689,Ancient Rome,,,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q12560,Ottoman Empire,,,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q230,Georgia,GE,614540,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q2277,Roman Empire,,8354456,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q858,Syria,SY,163843,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q43,Turkey,TR,298795,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q877875,Palmyrene Empire,,8378566,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q93180,Seleucid Empire,,,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q41,Greece,GR,390903,,http://www.wikidata.org/entity/Q12544,Byzantine Empire,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q1206012,German Reich,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q154195,Kingdom of Bavaria,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q186320,Grand Duchy of Baden,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q38,Italy,IT,3175395,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q213,Czech Republic,CZ,3077311,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q7318,Nazi Germany,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q41304,Weimar Republic,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q690821,Republic of Baden,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q43287,German Empire,,,,http://www.wikidata.org/entity/Q12548,Holy Roman Empire,,
http://www.wikidata.org/entity/Q43,Turkey,TR,298795,,http://www.wikidata.org/entity/Q12557,Mongol Empire,,
http://www.wikidata.org/entity/Q12544,Byzantine Empire,,,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q1016,Libya,LY,2215636,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q1246,Kosovo,XK,831053,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q236,Montenegro,ME,3194884,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q221,North Macedonia,MK,718075,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q219,Bulgaria,BG,732800,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q2364248,Sulayhid dynasty,,,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q229,Cyprus,CY,146669,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q218,Romania,RO,798549,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q217,Moldova,MD,617790,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q219060,Palestine,PS,6254930,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q230,Georgia,GE,614540,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,BA,3277605,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q227,Azerbaijan,AZ,587116,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q222,Albania,AL,783754,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q874954,Principality of Theodoro,,,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q41,Greece,GR,390903,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q810,Jordan,JO,248816,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q43,Turkey,TR,298795,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q851,Saudi Arabia,SA,102358,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q801,Israel,IL,294640,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q399,Armenia,AM,174982,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q858,Syria,SY,163843,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q805,Yemen,YE,69543,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q796,Iraq,IQ,99237,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q822,Lebanon,LB,272103,,http://www.wikidata.org/entity/Q12560,Ottoman Empire,,
http://www.wikidata.org/entity/Q217,Moldova,MD,617790,,http://www.wikidata.org/entity/Q12714608,Fascist Romania,,
http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,BA,3277605,,http://www.wikidata.org/entity/Q1274468,Republic of Bosnia and Herzegovina,,
http://www.wikidata.org/entity/Q1246,Kosovo,XK,831053,,http://www.wikidata.org/entity/Q1277557,Democratic Federal Yugoslavia,,
http://www.wikidata.org/entity/Q224,Croatia,HR,3202326,,http://www.wikidata.org/entity/Q1277557,Democratic Federal Yugoslavia,,
http://www.wikidata.org/entity/Q236,Montenegro,ME,3194884,,http://www.wikidata.org/entity/Q1277557,Democratic Federal Yugoslavia,,
http://www.wikidata.org/entity/Q221,North Macedonia,MK,718075,,http://www.wikidata.org/entity/Q1277557,Democratic Federal Yugoslavia,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q1277557,Democratic Federal Yugoslavia,,
http://www.wikidata.org/entity/Q79,Egypt,EG,357994,,http://www.wikidata.org/entity/Q127861,Khedivate of Egypt,,
http://www.wikidata.org/entity/Q273874,Buyid dynasty,,,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q93180,Seleucid Empire,,,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q83891,Sasanian Empire,,,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q794,Iran,IR,130758,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q723587,Third Dynasty of Ur,,,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q796,Iraq,IQ,99237,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q83311,Persian Empire,,,,http://www.wikidata.org/entity/Q128904,Elam,,
http://www.wikidata.org/entity/Q221,North Macedonia,MK,718075,,http://www.wikidata.org/entity/Q1290149,Federal People's Republic of Yugoslavia,,
http://www.wikidata.org/entity/Q236,Montenegro,ME,3194884,,http://www.wikidata.org/entity/Q1290149,Federal People's Republic of Yugoslavia,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q1290149,Federal People's Republic of Yugoslavia,,
http://www.wikidata.org/entity/Q843,Pakistan,PK,1168579,,http://www.wikidata.org/entity/Q129286,British Raj,,
http://www.wikidata.org/entity/Q668,India,IN,1269750,,http://www.wikidata.org/entity/Q129286,British Raj,,
http://www.wikidata.org/entity/Q902,Bangladesh,BD,1210997,,http://www.wikidata.org/entity/Q129286,British Raj,,
http://www.wikidata.org/entity/Q230,Georgia,GE,614540,,http://www.wikidata.org/entity/Q130229,Georgian SSR,,
http://www.wikidata.org/entity/Q159,Russia,RU,2017370,,http://www.wikidata.org/entity/Q130280,Estonian Soviet Socialist Republic,,
http://www.wikidata.org/entity/Q117,Ghana,GH,2300660,,http://www.wikidata.org/entity/Q130654,Dutch Empire,,
http://www.wikidata.org/entity/Q30,United States,US,6252001,,http://www.wikidata.org/entity/Q130654,Dutch Empire,,
http://www.wikidata.org/entity/Q227,Azerbaijan,AZ,587116,,http://www.wikidata.org/entity/Q131337,Azerbaijan Soviet Socialist Republic,,
http://www.wikidata.org/entity/Q203493,Kingdom of Romania,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q1508143,Ukrainian State,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q207272,Second Polish Republic,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q183,Germany,DE,2921044,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q15180,Soviet Union,,8354411,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q172107,Polish–Lithuanian Commonwealth,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q140359,First Czechoslovak Republic,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q212,Ukraine,UA,690791,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q224,Croatia,HR,3202326,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q213,Czech Republic,CZ,3077311,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q28,Hungary,HU,719819,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q243610,Ukrainian People's Republic,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q36,Poland,PL,798544,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q218,Romania,RO,798549,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q33946,Czechoslovakia,,8505031,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q214,Slovakia,SK,3057568,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q28513,Austria–Hungary,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q215,Slovenia,SI,3190538,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q38,Italy,IT,3175395,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q403,Serbia,RS,6290252,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q40,Austria,AT,2782113,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q4470663,Ukrainian national government (1941),,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q7318,Nazi Germany,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q457167,West Ukrainian People's Republic,,,,http://www.wikidata.org/entity/Q131964,Austrian Empire,,
http://www.wikidata.org/entity/Q819,Laos,LA,1655842,,http://www.wikidata.org/entity/Q1320058,French Protectorate of Laos,,
